Date,Open,High,Low,Close,Adj Close,Volume
2000-06-13,3.256696,3.381696,3.149554,3.375000,2.250460,87864000
2000-06-14,3.381696,3.437500,3.218750,3.229911,2.153714,69361600
2000-06-15,3.258929,3.334821,3.178571,3.299107,2.199855,62143200
2000-06-16,3.339286,3.348214,3.180804,3.256696,2.171575,75891200
2000-06-19,3.234375,3.495536,3.207589,3.450893,2.301066,98501200
2000-06-20,3.517857,3.712054,3.513393,3.616071,2.411207,125347600
2000-06-21,3.607143,4.066964,3.593750,3.973214,2.649351,122500000
2000-06-22,3.982143,4.116071,3.825893,3.839286,2.560047,116928000
2000-06-23,3.841514,3.901786,3.629464,3.691964,2.461813,51241400
2000-06-26,3.750000,3.910714,3.723214,3.866071,2.577909,46338600
2000-06-27,3.841514,3.964286,3.687500,3.696429,2.464790,50867600
2000-06-28,3.808036,3.955357,3.678571,3.888393,2.592792,71607200
2000-06-29,3.790179,3.852679,3.647321,3.660714,2.440975,50915200
2000-06-30,3.772321,3.924107,3.691964,3.741071,2.494557,80774400
2000-07-03,3.723214,3.879464,3.723214,3.808036,2.539209,17707200
2000-07-05,3.803571,3.941964,3.625000,3.687500,2.458836,66304000
2000-07-06,3.750000,3.781250,3.544643,3.700893,2.467767,77386400
2000-07-07,3.756693,3.915179,3.723214,3.888393,2.592792,65900800
2000-07-10,3.863836,4.160714,3.839286,4.080357,2.720795,99449000
2000-07-11,4.071429,4.232143,3.959821,4.066964,2.711864,89474000
2000-07-12,4.151786,4.209821,4.026786,4.205357,2.804145,56358400
2000-07-13,4.178571,4.330357,3.910714,4.035714,2.691027,111414800
2000-07-14,4.080357,4.214286,4.062500,4.120536,2.747586,47569200
2000-07-17,4.160714,4.200893,4.080357,4.165179,2.777354,65000600
2000-07-18,4.178571,4.205357,4.062500,4.089286,2.726749,79601200
2000-07-19,3.941964,4.058036,3.696429,3.763393,2.509442,114468200
2000-07-20,3.928571,4.075893,3.866071,3.937500,2.625538,116393200
2000-07-21,3.882807,3.973214,3.781250,3.825893,2.551116,49058800
2000-07-24,3.754464,3.776786,3.392857,3.477679,2.318927,103042800
2000-07-25,3.593750,3.616071,3.504464,3.575893,2.384416,52901800
2000-07-26,3.560264,3.660714,3.517857,3.575893,2.384416,52617600
2000-07-27,3.571429,3.803571,3.562500,3.714286,2.476697,73746400
2000-07-28,3.734371,3.750000,3.348214,3.450893,2.301066,59473400
2000-07-31,3.511157,3.687500,3.482143,3.629464,2.420138,38824800
2000-08-01,3.593750,3.654014,3.517857,3.522321,2.348695,34321000
2000-08-02,3.500000,3.566964,3.370536,3.375000,2.250460,40588800
2000-08-03,3.254464,3.433036,3.160714,3.428571,2.286182,84974400
2000-08-04,3.533478,3.660714,3.308036,3.383929,2.256414,65780400
2000-08-07,3.419643,3.504464,3.370536,3.424107,2.283205,46837000
2000-08-08,3.424107,3.428571,3.308036,3.339286,2.226646,44168600
2000-08-09,3.437500,3.459821,3.375000,3.392857,2.262367,94910200
2000-08-10,3.428571,3.459821,3.383929,3.397321,2.265345,62928600
2000-08-11,3.345978,3.428571,3.254464,3.406250,2.271298,59514000
2000-08-14,3.399550,3.406250,3.308036,3.361607,2.241530,39165000
2000-08-15,3.375000,3.424107,3.321429,3.334821,2.223670,28550200
2000-08-16,3.348214,3.500000,3.343750,3.464286,2.309996,35918400
2000-08-17,3.455357,3.745536,3.450893,3.674107,2.449906,67725000
2000-08-18,3.669643,3.700893,3.562500,3.571429,2.381440,47544000
2000-08-21,3.589286,3.683036,3.544643,3.607143,2.405253,33616800
2000-08-22,3.616071,3.772321,3.598214,3.691964,2.461813,69200600
2000-08-23,3.676336,3.910714,3.647321,3.879464,2.586839,59215800
2000-08-24,3.905128,4.044643,3.812500,4.007807,2.672418,77691600
2000-08-25,4.035714,4.107143,4.026786,4.058036,2.705910,83615000
2000-08-28,4.089286,4.214286,4.075893,4.147321,2.765447,89751200
2000-08-29,4.133929,4.245536,4.120536,4.227679,2.819029,66757600
2000-08-30,4.214286,4.285714,4.193079,4.250000,2.833913,71348200
2000-08-31,4.212050,4.392857,4.209821,4.352679,2.902379,104899200
2000-09-01,4.379464,4.544643,4.366071,4.531250,3.021451,64218000
2000-09-05,4.475443,4.580357,4.446429,4.459821,2.973822,74660600
2000-09-06,4.383929,4.455357,4.125000,4.174107,2.783308,88851000
2000-09-07,4.223214,4.468750,4.160714,4.428571,2.952985,54366200
2000-09-08,4.401786,4.401786,4.178571,4.205357,2.804145,48879600
2000-09-11,4.191964,4.312500,4.151786,4.174107,2.783308,46845400
2000-09-12,4.095979,4.290179,4.071429,4.125000,2.750562,46999400
2000-09-13,4.053571,4.250000,4.053571,4.142857,2.762469,76496000
2000-09-14,4.183036,4.258929,4.058036,4.061378,2.708140,106638000
2000-09-15,4.125000,4.156250,3.875000,3.945307,2.630743,98628600
2000-09-18,3.946429,4.339286,3.933036,4.332586,2.888981,106134000
2000-09-19,4.267857,4.321429,4.183036,4.281250,2.854750,67877600
2000-09-20,4.243300,4.388393,4.183036,4.360486,2.907585,56847000
2000-09-21,4.178571,4.258929,3.946429,4.049107,2.699957,127622600
2000-09-22,3.593750,3.745536,3.571429,3.727679,2.485628,181675200
2000-09-25,3.767857,3.964286,3.718750,3.821429,2.548140,108887800
2000-09-26,3.808036,3.910714,3.669643,3.674107,2.449906,72734200
2000-09-27,3.696429,3.767857,3.446429,3.495536,2.330834,100564800
2000-09-28,3.522321,3.843750,3.437500,3.821429,2.548140,244896400
2000-09-29,2.013393,2.071429,1.812500,1.839286,1.226442,1855410200
2000-10-02,1.906250,1.910714,1.678571,1.732143,1.154998,606197200
2000-10-03,1.781250,1.785714,1.584821,1.593750,1.062717,509530000
2000-10-04,1.598214,1.696429,1.562500,1.687500,1.125230,366506000
2000-10-05,1.678571,1.750000,1.571429,1.575893,1.050810,218251600
2000-10-06,1.620536,1.638393,1.500000,1.584821,1.056764,153164200
2000-10-09,1.616071,1.633929,1.508929,1.553571,1.035926,149391200
2000-10-10,1.544643,1.602679,1.464286,1.491071,0.994251,172775400
2000-10-11,1.437500,1.500000,1.366071,1.401786,0.934715,299605600
2000-10-12,1.450893,1.486607,1.392857,1.428571,0.952576,297766000
2000-10-13,1.446429,1.580357,1.428571,1.575893,1.050810,311938200
2000-10-16,1.593750,1.660714,1.526786,1.535714,1.024019,205044000
2000-10-17,1.549107,1.566964,1.406250,1.437500,0.958529,150430000
2000-10-18,1.388393,1.504464,1.339286,1.437500,0.958529,208566400
2000-10-19,1.368300,1.415179,1.308036,1.352679,0.901970,376681200
2000-10-20,1.361607,1.455357,1.352679,1.392857,0.928761,197815800
2000-10-23,1.447543,1.468750,1.388393,1.455357,0.970436,137823000
2000-10-24,1.477679,1.491071,1.343750,1.348214,0.898993,201112800
2000-10-25,1.361607,1.370536,1.316964,1.321429,0.881132,165992400
2000-10-26,1.343750,1.348214,1.250000,1.321429,0.881132,180462800
2000-10-27,1.348214,1.370536,1.276786,1.325893,0.884109,186125800
2000-10-30,1.366071,1.424107,1.339286,1.379464,0.919831,159797400
2000-10-31,1.410714,1.446429,1.375000,1.397321,0.931738,221470200
2000-11-01,1.388393,1.491071,1.388393,1.464286,0.976390,143841600
2000-11-02,1.508929,1.602679,1.504464,1.593750,1.062717,147673400
2000-11-03,1.642857,1.642857,1.566964,1.589286,1.059740,128955400
2000-11-06,1.602679,1.616071,1.491071,1.531250,1.021042,98369600
2000-11-07,1.535714,1.558036,1.486607,1.522321,1.015088,75490800
2000-11-08,1.526786,1.531250,1.415179,1.433036,0.955553,105522200
2000-11-09,1.419643,1.464286,1.361607,1.441964,0.961506,119208600
2000-11-10,1.382807,1.419643,1.361607,1.361607,0.907924,105562800
2000-11-13,1.339286,1.428571,1.303571,1.383929,0.922808,107954000
2000-11-14,1.424107,1.464286,1.397321,1.446429,0.964483,102250400
2000-11-15,1.430800,1.441964,1.375000,1.419643,0.946622,70589400
2000-11-16,1.392857,1.415179,1.348214,1.357143,0.904947,59843000
2000-11-17,1.370536,1.375000,1.303571,1.321429,0.881132,111545000
2000-11-20,1.328121,1.392857,1.303571,1.352679,0.901970,102016600
2000-11-21,1.370536,1.392857,1.339286,1.343750,0.896016,75488000
2000-11-22,1.343750,1.366071,1.312500,1.321429,0.881132,70133000
2000-11-24,1.347093,1.392857,1.343750,1.379464,0.919831,40233200
2000-11-27,1.419643,1.424107,1.321429,1.334821,0.890063,64698200
2000-11-28,1.334821,1.357143,1.281250,1.287943,0.858804,67281200
2000-11-29,1.292407,1.308036,1.232143,1.254464,0.836481,123037600
2000-11-30,1.191964,1.214286,1.151786,1.178571,0.785875,202399400
2000-12-01,1.214286,1.250000,1.200893,1.218750,0.812666,96426400
2000-12-04,1.227679,1.227679,1.174107,1.191964,0.794805,92880200
2000-12-05,1.209821,1.245536,1.169643,1.214286,0.809689,153494600
2000-12-06,1.044643,1.071429,1.000000,1.022321,0.681687,343616000
2000-12-07,1.031250,1.062500,1.000000,1.022321,0.681687,102229400
2000-12-08,1.058036,1.093750,1.031250,1.075893,0.717408,108906000
2000-12-11,1.084821,1.098214,1.062500,1.084821,0.723362,83127800
2000-12-12,1.089286,1.142857,1.071429,1.098214,0.732292,96565000
2000-12-13,1.111607,1.111607,1.062500,1.071429,0.714432,86221800
2000-12-14,1.073657,1.089286,1.031250,1.031250,0.687641,65829400
2000-12-15,1.040179,1.049107,1.000000,1.004464,0.669780,128486400
2000-12-18,1.040179,1.044643,0.995536,1.017857,0.678710,81452000
2000-12-19,1.026786,1.089286,1.000000,1.000000,0.666803,93501800
2000-12-20,0.984371,1.044643,0.973214,1.026786,0.684664,141332800
2000-12-21,1.017857,1.071429,0.991071,1.004464,0.669780,91711200
2000-12-22,1.008929,1.071429,1.008929,1.071429,0.714432,79513000
2000-12-26,1.062500,1.071429,1.017857,1.049107,0.699548,54203800
2000-12-27,1.024550,1.058036,1.013393,1.058036,0.705501,81366600
2000-12-28,1.026786,1.066964,1.022321,1.058036,0.705501,76294400
2000-12-29,1.049107,1.071429,1.035714,1.062500,0.708478,157584000
